city,state,ev_network,total_stations,total_ports,dc_fast_pct,level2_pct,rolling_avg_ports
Philo,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Mariposa,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Angels Camp,CA,Blink Network,1,2,0.0,100.0,2.0
San Juan Capistrano,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Cabazon,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Redwood Valley,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Rancho Cordova,CA,Electrify America,1,2,0.0,100.0,2.0
Porterville,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Santa Cruz,CA,LOOP,1,2,0.0,100.0,2.71
Bertsch-Oceanview,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Walnut Creek,CA,CHAEVI,1,2,100.0,0.0,4.57
Selma,CA,Non-Networked,2,2,0.0,100.0,2.0
Lake Elsinore,CA,Tesla Destination,1,2,0.0,100.0,2.0
Foster City,CA,TURNONGREEN,1,2,0.0,100.0,3.29
Ridgecrest,CA,ChargePoint Network,1,2,0.0,100.0,2.0
San Dimas,CA,eVgo Network,1,2,100.0,0.0,2.0
Lynwood,CA,POWERFLEX,1,2,0.0,100.0,3.0
Suisun City,CA,7CHARGE,1,2,100.0,0.0,3.0
Van Nuys,CA,EV Connect,1,2,0.0,100.0,2.0
Littlerock,CA,ChargePoint Network,2,2,0.0,100.0,2.0
China Lake,CA,CHARGELAB,1,2,0.0,100.0,4.43
Mira loma,CA,Blink Network,1,2,0.0,100.0,2.0
North Hollywood,CA,NOODOE,1,2,0.0,100.0,2.14
Dunsmuir,CA,Tesla Destination,1,2,0.0,100.0,2.0
Victorville,CA,Blink Network,1,2,0.0,100.0,2.0
Gardena,CA,Tesla Destination,1,2,0.0,100.0,2.0
Long Beach,CA,MERCEDES_BENZ,1,2,100.0,0.0,3.0
Orangevale,CA,7CHARGE,1,2,100.0,0.0,2.71
Del Rey,CA,Non-Networked,1,2,0.0,100.0,2.0
Napa,CA,eVgo Network,1,2,100.0,0.0,2.0
Walnut,CA,POWERFLEX,1,2,0.0,100.0,2.71
Seaside,CA,eVgo Network,1,2,100.0,0.0,2.0
Rancho Santa Fe,CA,Tesla Destination,1,2,0.0,100.0,2.0
Tiburon,CA,Tesla Destination,1,2,0.0,100.0,2.0
Marina del Rey,CA,EVRANGE,1,2,0.0,100.0,2.43
Moreno Valley,CA,Electrify America,1,2,0.0,100.0,2.0
Philo,CA,Non-Networked,1,2,50.0,50.0,2.0
Gilroy,CA,EVMATCH,1,2,0.0,100.0,8.0
Folsom,CA,NOODOE,1,2,0.0,100.0,2.0
Alameda,CA,ITSELECTRIC,1,2,0.0,100.0,2.0
Parlier,CA,Electrify America,1,2,0.0,100.0,2.0
Red Bluff,CA,Non-Networked,2,2,0.0,100.0,2.0
Independence,CA,Non-Networked,1,2,100.0,0.0,2.0
Oakville,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Plumas Lake,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Hermosa Beach,CA,eVgo Network,1,2,100.0,0.0,2.0
Ontario,CA,EV Connect,1,2,0.0,100.0,2.0
Camarillo,CA,Tesla Destination,1,2,0.0,100.0,2.0
Playa Vista,CA,eVgo Network,1,2,50.0,50.0,2.0
Venice,CA,AMPUP,2,2,0.0,100.0,2.0
Mill Valley,CA,RIVIAN_WAYPOINTS,1,2,0.0,100.0,2.71
Cameron Park,CA,Non-Networked,1,2,0.0,100.0,2.0
North Hollywood,CA,Non-Networked,2,2,0.0,100.0,2.0
Berkeley,CA,NOODOE,1,2,100.0,0.0,2.0
Indian Wells,CA,Non-Networked,1,2,0.0,100.0,2.0
Mission Viejo,CA,Blink Network,1,2,0.0,100.0,2.0
Downieville,CA,Tesla Destination,2,2,0.0,100.0,2.0
Mi Wuk Village,CA,CHARGELAB,1,2,0.0,100.0,3.57
Gilroy,CA,eVgo Network,1,2,100.0,0.0,2.0
California City,CA,Non-Networked,1,2,0.0,100.0,2.0
Morongo Valley,CA,Blink Network,1,2,0.0,100.0,2.0
Rowland Heights,CA,Tesla Destination,1,2,0.0,100.0,2.0
Loleta,CA,NOODOE,1,2,0.0,100.0,2.0
Campo,CA,Non-Networked,1,2,0.0,100.0,2.0
Yucca Valley,CA,LOOP,1,2,100.0,0.0,2.57
Montecito,CA,Tesla Destination,1,2,0.0,100.0,2.0
Mariposa,CA,Tesla Destination,1,2,0.0,100.0,2.0
Temecula,CA,Electrify America,1,2,0.0,100.0,2.0
Alamo,CA,Blink Network,1,2,0.0,100.0,2.0
Irwindale,CA,AMPUP,1,2,0.0,100.0,2.0
Garden Grove,CA,RED_E,1,2,100.0,0.0,3.0
Topanga,CA,POWERFLEX,1,2,0.0,100.0,2.43
Pacific Grove,CA,RIVIAN_WAYPOINTS,2,2,0.0,100.0,2.43
Highland,CA,Tesla Destination,1,2,0.0,100.0,2.0
Georgetown,CA,Non-Networked,1,2,0.0,100.0,2.0
San Juan Capistrano,CA,Non-Networked,1,2,0.0,100.0,2.0
Arcadia,CA,EVCS,1,2,100.0,0.0,2.0
Avenal,CA,ChargePoint Network,2,2,0.0,100.0,2.0
Belvedere,CA,ChargePoint Network,2,2,0.0,100.0,2.0
Tracy,CA,RIVIAN_WAYPOINTS,1,2,0.0,100.0,2.14
Bear Valley,CA,Tesla Destination,1,2,0.0,100.0,2.0
City of Industry,CA,CHARGESMART_EV,1,2,100.0,0.0,2.0
Pacific Palisades,CA,Blink Network,1,2,0.0,100.0,2.0
Westminster,CA,EV Connect,1,2,0.0,100.0,2.0
Fallbrook,CA,Blink Network,1,2,0.0,100.0,2.0
Patterson,CA,Non-Networked,1,2,0.0,100.0,2.0
Sacramento,CA,CHARGELAB,1,2,0.0,100.0,2.86
Kerman,CA,Electrify America,1,2,0.0,100.0,2.0
Sebastopol,CA,Tesla Destination,1,2,0.0,100.0,2.0
El Segundo,CA,RED_E,1,2,0.0,100.0,2.83
Fairfield,CA,EVGATEWAY,1,2,0.0,100.0,2.57
El Segundo,CA,Blink Network,1,2,0.0,100.0,2.0
Fort Bragg,CA,RIVIAN_WAYPOINTS,1,2,0.0,100.0,2.0
Auburn,CA,EVCS,1,2,100.0,0.0,2.0
Deer Park,CA,Tesla Destination,1,2,0.0,100.0,2.0
Playa Vista,CA,Blink Network,1,2,0.0,100.0,2.0
Fountain Valley,CA,Non-Networked,1,2,0.0,100.0,2.0
Corona,CA,eVgo Network,1,2,100.0,0.0,2.0
Carpinteria,CA,Blink Network,1,2,0.0,100.0,2.0
Newport Beach,CA,eVgo Network,1,2,100.0,0.0,2.0
O'Neals,CA,Blink Network,1,2,100.0,0.0,2.0
Oakhurst,CA,Non-Networked,1,2,0.0,100.0,2.0
Huron,CA,ChargePoint Network,2,2,0.0,100.0,2.0
Aptos,CA,ChargePoint Network,1,2,0.0,100.0,2.0
El Cajon,CA,EV Connect,1,2,100.0,0.0,2.0
Hillsborough,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Kingsburg,CA,Tesla Destination,1,2,0.0,100.0,2.0
Livermore,CA,Tesla Destination,1,2,0.0,100.0,2.0
Hawthorne,CA,OpConnect,1,2,0.0,100.0,2.43
Ceres,CA,AMPUP,1,2,0.0,100.0,2.0
Sebastopol,CA,eVgo Network,1,2,100.0,0.0,2.0
Sepulveda,CA,Non-Networked,1,2,0.0,100.0,2.0
Temple City,CA,POWERFLEX,1,2,0.0,100.0,2.29
Mount Shasta,CA,RIVIAN_WAYPOINTS,1,2,0.0,100.0,2.0
Oroville,CA,Non-Networked,1,2,0.0,100.0,2.0
San Jacinto,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Aliso Viejo,CA,eVgo Network,1,2,100.0,0.0,2.0
Fillmore,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Fowler,CA,Electrify America,1,2,0.0,100.0,2.0
Monterey Park,CA,POWERFLEX,1,2,0.0,100.0,2.14
Northridge,CA,FLO,2,2,0.0,100.0,2.71
Central San Jose,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Berkeley,CA,INTERTIE,1,2,0.0,100.0,5.29
St Helena,CA,AMPUP,1,2,0.0,100.0,2.0
Blackhawk,CA,LOOP,1,2,0.0,100.0,2.43
Yorba Linda,CA,eVgo Network,1,2,100.0,0.0,2.0
Porterville,CA,FLO,1,2,0.0,100.0,2.43
San Ramon,CA,eVgo Network,1,2,100.0,0.0,2.0
Modesto,CA,Electrify America,1,2,0.0,100.0,2.0
Downey,CA,EVCS,1,2,100.0,0.0,2.0
Twentynine Palms,CA,LOOP,1,2,0.0,100.0,2.29
Tulelake,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Danville,CA,Tesla Destination,1,2,0.0,100.0,2.0
Mission Hills,CA,Non-Networked,2,2,0.0,100.0,2.0
Sacramento,CA,RIVIAN_WAYPOINTS,1,2,0.0,100.0,2.0
Pleasant Hill,CA,EPIC_CHARGING,1,2,0.0,100.0,11.4
Visalia,CA,Blink Network,1,2,0.0,100.0,2.0
Felton,CA,Non-Networked,2,2,0.0,100.0,2.0
Hemet,CA,Blink Network,1,2,100.0,0.0,2.0
Pinole,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Bloomington,CA,FLASH,1,2,0.0,100.0,37.71
West Covina,CA,Blink Network,1,2,0.0,100.0,2.0
Bellflower,CA,FLO,1,2,0.0,100.0,2.29
Clovis,CA,Blink Network,1,2,0.0,100.0,2.0
Visalia,CA,Non-Networked,1,2,50.0,50.0,2.0
Capitola,CA,Tesla Destination,1,2,0.0,100.0,2.0
Sonora,CA,Non-Networked,1,2,0.0,100.0,2.0
San Rafael,CA,eVgo Network,1,2,100.0,0.0,2.0
Lawndale,CA,Non-Networked,1,2,0.0,100.0,2.0
Calexico,CA,AMPUP,1,2,0.0,100.0,2.0
Norco,CA,ChargePoint Network,2,2,100.0,0.0,2.0
Calipatria,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Bay Point,CA,ChargePoint Network,2,2,100.0,0.0,2.0
Kerman,CA,LOOP,1,2,0.0,100.0,2.14
Jurupa Valley,CA,EVCS,1,2,100.0,0.0,2.0
San Bernardino,CA,RED_E,1,2,100.0,0.0,2.71
Stanton,CA,RED_E,1,2,100.0,0.0,2.29
Panorama City,CA,Non-Networked,1,2,0.0,100.0,2.0
Woodland Hills,CA,FLO,2,2,0.0,100.0,2.14
Lakewood,CA,Non-Networked,1,2,0.0,100.0,2.0
Huron,CA,Non-Networked,1,2,0.0,100.0,2.0
Elk,CA,Non-Networked,1,2,0.0,100.0,2.0
Little River,CA,Blink Network,1,2,0.0,100.0,2.0
Hanford,CA,EVCS,1,2,100.0,0.0,2.0
Campbell,CA,SYNERGEV,1,2,0.0,100.0,3.29
Tahoe Vista,CA,Tesla Destination,1,2,0.0,100.0,2.0
Los Angeles,CA,RED_E,1,2,100.0,0.0,2.0
Oregon House,CA,OpConnect,1,2,0.0,100.0,2.29
Long Beach,CA,EVCS,1,2,100.0,0.0,2.0
Palm Springs,CA,TURNONGREEN,1,2,0.0,100.0,3.0
Joshua Tree,CA,Tesla Destination,1,2,0.0,100.0,2.0
Lake Forest,CA,RED_E,1,2,100.0,0.0,2.0
Chowchilla,CA,Non-Networked,1,2,100.0,0.0,2.0
Studio City,CA,FLO,2,2,0.0,100.0,2.0
Fair Oaks,CA,Non-Networked,1,2,0.0,100.0,2.0
Guatay,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Foothill Ranch,CA,EVGATEWAY,1,2,0.0,100.0,2.29
Fair Oaks,CA,Tesla Destination,1,2,0.0,100.0,2.0
Saint Helena,CA,Blink Network,1,2,0.0,100.0,2.0
Windsor,CA,Non-Networked,1,2,0.0,100.0,2.0
Hughson,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Pacifica,CA,eVgo Network,1,2,100.0,0.0,2.0
South Pasadena,CA,eVgo Network,1,2,100.0,0.0,2.0
Rancho Palos Verdes,CA,Blink Network,1,2,0.0,100.0,2.0
Markleeville,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Brawley,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Lake Elsinore,CA,eVgo Network,1,2,100.0,0.0,2.0
Gardena,CA,LOOP,1,2,0.0,100.0,2.0
Cayucos,CA,Non-Networked,1,2,0.0,100.0,2.0
Visalia,CA,eVgo Network,1,2,100.0,0.0,2.0
Lake Arrowhead,CA,Tesla Destination,1,2,0.0,100.0,2.0
Sun Valley,CA,AMPUP,2,2,0.0,100.0,2.0
Perris,CA,EVGATEWAY,1,2,100.0,0.0,2.0
Gridley,CA,FORD_CHARGE,1,2,100.0,0.0,4.0
Sierra Madre,CA,LOOP,1,2,0.0,100.0,2.0
Susanville,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Angwin,CA,Tesla Destination,1,2,0.0,100.0,2.0
El Dorado Hills,CA,eVgo Network,1,2,100.0,0.0,2.0
Hacienda Heights,CA,eVgo Network,1,2,100.0,0.0,2.0
Gilbert,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Buellton,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Soda Springs,CA,Non-Networked,1,2,0.0,100.0,2.0
Cerritos,CA,Blink Network,1,2,0.0,100.0,2.0
Pacoima,CA,FLO,2,2,0.0,100.0,2.0
Lathrop,CA,FLASH,1,2,0.0,100.0,16.29
Baldwin Park,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Blythe,CA,EVCS,1,2,100.0,0.0,2.0
Death Valley,CA,Non-Networked,1,2,0.0,100.0,2.0
Santa Barbara,CA,FLO,1,2,0.0,100.0,2.0
Newark,CA,EV Connect,1,2,100.0,0.0,2.0
Amer Cyn,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Monterey,CA,EVCS,1,2,100.0,0.0,2.0
Waterford,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Idyllwild - Pine Cove,CA,EVCS,1,2,0.0,100.0,2.0
Needles,CA,Non-Networked,1,2,100.0,0.0,2.0
Watsonville,CA,EVCS,1,2,100.0,0.0,2.0
Eagle Rock,CA,AMPUP,2,2,0.0,100.0,2.0
Vista,CA,Non-Networked,1,2,0.0,100.0,2.0
Chula Vista,CA,CHARGELAB,1,2,0.0,100.0,2.57
Woodside,CA,Tesla Destination,1,2,0.0,100.0,2.0
San Anselmo,CA,LOOP,1,2,0.0,100.0,2.0
Idyllwild-Pine Cove,CA,Blink Network,1,2,0.0,100.0,2.0
La Crescenta,CA,POWERFLEX,1,2,0.0,100.0,2.0
Hope Valley,CA,Tesla Destination,1,2,0.0,100.0,2.0
Idyllwild,CA,Tesla Destination,1,2,0.0,100.0,2.0
Buena Park,CA,EVCS,1,2,100.0,0.0,2.0
Hayward,CA,Non-Networked,1,2,0.0,100.0,2.0
San Pedro,CA,eVgo Network,1,2,100.0,0.0,2.0
Palm Springs,CA,EVGATEWAY,1,2,100.0,0.0,2.0
Fairfield,CA,Tesla Destination,1,2,0.0,100.0,2.0
Los Angeles,CA,OpConnect,1,2,0.0,100.0,2.14
Stockton,CA,AMPUP,1,2,0.0,100.0,2.0
Trinidad,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Woodland,CA,FORD_CHARGE,1,2,100.0,0.0,3.43
Orleans,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Point Reyes Station,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Hawaiian Gardens,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Paso Robles,CA,STAY_N_CHARGE,1,2,0.0,100.0,2.5
Redondo Beach,CA,Tesla Destination,1,2,0.0,100.0,2.0
El Centro,CA,UNIVERSAL,1,2,0.0,100.0,6.0
Torrance,CA,ABM,1,2,0.0,100.0,4.86
Rolling Hills Estates,CA,eVgo Network,1,2,100.0,0.0,2.0
Napa,CA,SWTCH,1,2,0.0,100.0,4.0
West Covina,CA,SYNERGEV,1,2,0.0,100.0,3.0
Riverside,CA,LOOP,1,2,0.0,100.0,2.0
Oakley,CA,BP_PULSE,1,2,100.0,0.0,3.71
Ferndale,CA,ChargePoint Network,1,2,0.0,100.0,2.0
Upper Lake,CA,Tesla Destination,1,2,0.0,100.0,2.0
Paramount,CA,AMPUP,1,2,0.0,100.0,2.0
Hesperia,CA,Blink Network,1,2,0.0,100.0,2.0
Port Hueneme,CA,EV Connect,1,2,0.0,100.0,2.0
San Rafael,CA,Tesla Destination,1,2,0.0,100.0,2.0
Calabasas,CA,Non-Networked,1,2,0.0,100.0,2.0
Nipton,CA,VIALYNK,1,2,0.0,100.0,15.14
Encino,CA,AMPUP,2,2,0.0,100.0,2.0
Dublin,CA,Blink Network,1,2,0.0,100.0,2.0
Clovis,CA,EV Connect,1,2,0.0,100.0,2.0
Avenal,CA,CHAEVI,1,2,100.0,0.0,3.71
Mendota,CA,Electrify America,1,2,0.0,100.0,2.0
Jenner,CA,Non-Networked,1,2,0.0,100.0,2.0
Hollister,CA,Tesla Destination,1,2,0.0,100.0,2.0
Walnut,CA,Blink Network,1,2,0.0,100.0,2.0
Reedley,CA,Non-Networked,1,1,0.0,100.0,1.86
Bridgeport,CA,Tesla Destination,1,1,0.0,100.0,1.86
Palm Desert,CA,eVgo Network,1,1,100.0,0.0,1.86
Kettleman City,CA,ChargePoint Network,1,1,0.0,100.0,1.86
Hawthorn,CA,EVCS,1,1,100.0,0.0,1.86
Goleta,CA,Non-Networked,1,1,0.0,100.0,1.71
La Mirada,CA,LOOP,1,1,0.0,100.0,1.86
Brisbane,CA,TURNONGREEN,1,1,0.0,100.0,2.57
Winnetka,CA,AMPUP,1,1,0.0,100.0,1.86
Rio Vista,CA,Non-Networked,1,1,0.0,100.0,1.57
Coffee Creek,CA,Non-Networked,1,1,0.0,100.0,1.43
Rosemead,CA,Tesla Destination,1,1,0.0,100.0,1.71
Lockeford,CA,Tesla Destination,1,1,0.0,100.0,1.57
Woodland Hills,CA,Non-Networked,1,1,0.0,100.0,1.29
Lemon Grove,CA,Non-Networked,1,1,0.0,100.0,1.14
National City,CA,Non-Networked,1,1,0.0,100.0,1.0
Cardiff by the Sea,CA,TURNONGREEN,1,1,0.0,100.0,2.14
Danville,CA,Non-Networked,1,1,0.0,100.0,1.0
Loyalton,CA,Non-Networked,1,1,0.0,100.0,1.0
Newport Coast,CA,eVgo Network,1,1,100.0,0.0,1.71
Pismo Beach,CA,EV Connect,1,1,100.0,0.0,1.86
Carpinteria,CA,EVRANGE,1,1,0.0,100.0,2.0
Coronado,CA,EVCS,1,1,100.0,0.0,1.71
Point Reyes Station,CA,Non-Networked,1,1,0.0,100.0,1.0
Torrance,CA,Tesla Destination,1,1,0.0,100.0,1.43
Carmel-by-the-Sea,CA,Tesla Destination,1,1,0.0,100.0,1.29
Coffee Creek,CA,Tesla Destination,1,1,0.0,100.0,1.14
Santa Rosa,CA,NOODOE,1,1,0.0,100.0,1.86
Goleta,CA,Tesla Destination,1,1,0.0,100.0,1.0
West Hills,CA,Blink Network,1,1,0.0,100.0,1.86
Del Mar,CA,Non-Networked,1,1,0.0,100.0,1.0
La Quinta,CA,ChargePoint Network,1,1,100.0,0.0,1.71
Upland,CA,Non-Networked,1,1,0.0,0.0,1.0
Tarzana,CA,AMPUP,1,1,0.0,100.0,1.71
Wildomar,CA,ChargePoint Network,1,1,0.0,100.0,1.57
Jackson,CA,Tesla Destination,1,1,0.0,100.0,1.0
Lucerne Valley,CA,Non-Networked,1,1,0.0,100.0,1.0
Coalinga,CA,Non-Networked,1,1,0.0,0.0,1.0
Mendota,CA,Non-Networked,1,1,0.0,100.0,1.0
San Simeon,CA,Non-Networked,1,1,0.0,100.0,1.0
Wilmington,CA,FLO,1,1,0.0,100.0,1.86
San Diego,CA,RIVIAN_WAYPOINTS,1,1,0.0,100.0,1.86
Willow Creek,CA,Non-Networked,1,1,100.0,0.0,1.0
Blue Jay,CA,EVCS,1,1,100.0,0.0,1.57
Arnold,CA,Non-Networked,1,1,100.0,0.0,1.0
Laguna Hills,CA,EVCS,1,1,100.0,0.0,1.43
Essex,CA,Tesla Destination,1,1,0.0,100.0,1.0
San Pedro,CA,Blink Network,1,1,0.0,100.0,1.71
Sea Ranch,CA,ChargePoint Network,1,1,0.0,100.0,1.43
North Ridge,CA,FLO,1,1,0.0,100.0,1.71
Oakland,CA,AMPUP,1,1,0.0,100.0,1.57
Kenwood,CA,Tesla Destination,1,1,0.0,100.0,1.0
Oxnard,CA,Tesla Destination,1,1,0.0,100.0,1.0
Studio City,CA,AMPUP,1,1,0.0,100.0,1.43
Roseville,CA,SHELL_RECHARGE,1,1,100.0,0.0,3.57
La Jolla,CA,Non-Networked,1,1,0.0,100.0,1.0
Paradise,CA,SWTCH,1,1,0.0,100.0,3.29
Fullerton,CA,EVCS,1,1,100.0,0.0,1.29
Oak Glen,CA,Non-Networked,1,1,0.0,100.0,1.0
Anaheim,CA,AMPUP,1,1,0.0,100.0,1.29
Kerman,CA,Non-Networked,1,1,0.0,100.0,1.0
Gaviota,CA,Non-Networked,1,1,0.0,100.0,1.0
Jamestown,CA,TURNONGREEN,1,1,0.0,100.0,1.71
Oak View,CA,Non-Networked,1,1,0.0,100.0,1.0
Acampo,CA,Blink Network,1,1,0.0,100.0,1.57
Toluca Lake,CA,AMPUP,1,1,0.0,100.0,1.14
Santa Barbara,CA,DIRT_ROAD,1,1,0.0,100.0,13.8
Chatsworth,CA,AMPUP,1,1,0.0,100.0,1.0
Granada Hills,CA,FLO,1,1,0.0,100.0,1.57
Castro Valley,CA,Non-Networked,1,1,0.0,100.0,1.0
Reseda,CA,AMPUP,1,1,0.0,100.0,1.0
Santa Fe Springs,CA,Blink Network,1,1,0.0,100.0,1.43
Richmond,CA,Tesla Destination,1,1,0.0,100.0,1.0
Somis,CA,Tesla Destination,1,1,0.0,100.0,1.0
Santa Clarita,CA,Blink Network,1,1,0.0,100.0,1.29
Jurupa Valley,CA,ChargePoint Network,1,1,100.0,0.0,1.29
Lake Balboa,CA,AMPUP,1,1,0.0,100.0,1.0
Signal Hill,CA,eVgo Network,1,1,100.0,0.0,1.57
Torrance,CA,AMPUP,1,1,0.0,100.0,1.0
Shandon,CA,ChargePoint Network,1,1,100.0,0.0,1.14
SACRAMENTO,CA,EV Connect,1,1,0.0,100.0,1.71
Dixon,CA,Non-Networked,1,1,0.0,0.0,1.0
Colfax,CA,Non-Networked,1,1,0.0,100.0,1.0
San jose,CA,EVRANGE,1,1,0.0,100.0,1.71
Tulare,CA,EVCS,1,1,100.0,0.0,1.14
Whittier,CA,Blink Network,1,1,100.0,0.0,1.14
Burlingame,CA,Non-Networked,1,1,0.0,100.0,1.0
Monterey Park,CA,eVgo Network,1,1,100.0,0.0,1.43
Highland Park,CA,AMPUP,1,1,0.0,100.0,1.0
Canoga Park,CA,AMPUP,1,1,0.0,100.0,1.0
Del Mar,CA,eVgo Network,1,1,100.0,0.0,1.29
Tulare,CA,Non-Networked,1,1,100.0,0.0,1.0
Burbank,CA,Non-Networked,1,1,0.0,100.0,1.0
Sherman Oaks,CA,FLO,1,1,0.0,100.0,1.43
Westminster,CA,eVgo Network,1,1,100.0,0.0,1.14
Taft,CA,Non-Networked,1,1,0.0,100.0,1.0
Hermosa Beach,CA,LOOP,1,1,0.0,100.0,1.71
Garberville,CA,Non-Networked,1,1,0.0,100.0,1.0
Ventura,CA,ABM,1,1,0.0,100.0,3.57
Escondido,CA,Tesla Destination,1,1,0.0,100.0,1.0
Elk Grove,CA,EV Connect,1,1,0.0,100.0,1.57
Crestline,CA,AMPUP,1,1,0.0,100.0,1.0
Sunnyvale,CA,STAY_N_CHARGE,1,1,0.0,100.0,2.2
La Mirada,CA,eVgo Network,1,1,100.0,0.0,1.0
Kelseyville,CA,Blink Network,1,1,0.0,100.0,1.0
Sun Valley,CA,Non-Networked,1,1,0.0,100.0,1.0
Jamestown,CA,EV Connect,1,1,100.0,0.0,1.43
Aliso Viejo,CA,CHARGELAB,1,1,0.0,100.0,2.14
Wrightwood,CA,Tesla Destination,1,1,0.0,100.0,1.0
Capitola,CA,Blink Network,1,1,0.0,100.0,1.0
Fresno,CA,EVGATEWAY,1,1,0.0,100.0,1.86
Olivehurst,CA,ChargePoint Network,1,1,0.0,100.0,1.0
Wilmington,CA,AMPUP,1,1,0.0,100.0,1.0
Yosemite National Park,CA,Tesla Destination,1,1,0.0,100.0,1.0
Mountain View,CA,Non-Networked,1,1,0.0,0.0,1.0
Burlingame,CA,NOODOE,1,1,0.0,100.0,1.71
Stanton,CA,Non-Networked,1,1,0.0,100.0,1.0
Big Bear Lake,CA,CHARGELAB,1,1,0.0,100.0,1.71
Los Angeles,CA,TURNONGREEN,1,1,0.0,100.0,1.43
Santa Monica,CA,FLO,1,1,0.0,100.0,1.29
Fresno,CA,FLO,1,1,100.0,0.0,1.14
Monte Sereno,CA,Non-Networked,1,1,0.0,100.0,1.0
Oceanside,CA,EVCS,1,1,100.0,0.0,1.0
Redwood City,CA,Non-Networked,1,1,0.0,100.0,1.0
Lancaster,CA,AMPUP,1,1,0.0,100.0,1.0
Del Monte Forest,CA,Tesla Destination,1,1,0.0,100.0,1.0
Playa Del Rey,CA,FLO,1,1,0.0,100.0,1.0
Auburn,CA,Blink Network,1,1,0.0,100.0,1.0
El Cajon,CA,IN_CHARGE,1,1,100.0,0.0,1.0
LA,CA,CHARGELAB,1,1,0.0,100.0,1.57
Desert Hot Springs,CA,Tesla Destination,1,1,0.0,100.0,1.0
Antelope,CA,Non-Networked,1,1,0.0,100.0,1.0
Newcastle,CA,Non-Networked,1,1,0.0,100.0,1.0
North Hills,CA,Non-Networked,1,1,0.0,100.0,1.0
Newark,CA,Non-Networked,1,1,0.0,100.0,1.0
Sutter Creek,CA,Non-Networked,1,1,0.0,100.0,1.0
Atascadero,CA,Tesla Destination,1,1,0.0,100.0,1.0
Newhall,CA,NOODOE,1,1,0.0,100.0,1.57
San Joaquin,CA,Non-Networked,1,1,0.0,100.0,1.0
Kingsburg,CA,Non-Networked,1,1,0.0,100.0,1.0
Moss Beach,CA,Tesla Destination,1,1,0.0,100.0,1.0
Tracy,CA,Non-Networked,1,1,0.0,100.0,1.0
Elk,CA,Tesla Destination,1,1,0.0,100.0,1.0
San Diego,CA,SYNERGEV,1,1,100.0,0.0,2.57
Valley Village,CA,FLO,1,1,0.0,100.0,1.0
Bishop,CA,Non-Networked,1,1,100.0,0.0,1.0
Fair Play,CA,Non-Networked,1,1,0.0,100.0,1.0
Rocklin,CA,Non-Networked,1,1,0.0,100.0,1.0
Parlier,CA,Non-Networked,1,1,0.0,100.0,1.0
Wasco,CA,ChargePoint Network,1,1,100.0,0.0,1.0
Walnut,CA,Non-Networked,1,1,0.0,100.0,1.0
Rancho Cucamonga,CA,eVgo Network,1,1,100.0,0.0,1.0
La Jolla,CA,ABM,1,1,100.0,0.0,2.57
San Fernando,CA,Non-Networked,1,1,0.0,100.0,1.0
Ridgecrest,CA,EVCS,1,1,100.0,0.0,1.0
Chula Vista,CA,IN_CHARGE,1,1,100.0,0.0,1.0
Campbell,CA,NOODOE,1,1,0.0,100.0,1.43
Cerritos,CA,Tesla Destination,1,1,0.0,100.0,1.0
RED BLUFF,CA,EV Connect,1,1,100.0,0.0,1.29
Modesto,CA,Blink Network,1,1,0.0,100.0,1.0
Encinitas,CA,EVCS,1,1,100.0,0.0,1.0
Santa Monica,CA,EPIC_CHARGING,1,1,0.0,100.0,9.67
Citrus Heights,CA,Blink Network,1,1,0.0,100.0,1.0
Burbank,CA,POWERFLEX,1,1,0.0,100.0,1.86
Sunnyvale,CA,FLO,1,1,0.0,100.0,1.0
Dillon Beach,CA,Blink Network,1,1,0.0,100.0,1.0
Van Nuys,CA,SYNERGEV,1,1,0.0,100.0,2.14
